12	111833788	111884608
12	111833788	111932800
12	112059557	111884608
12	111884608	111932800
15	78896129	78806023
15	78896129	78867482
15	78896129	78898723
15	78867482	78817929
15	78867482	78878541
12	112059557	112007756
12	111884608	112007756
15	78878541	78806023
15	78878541	78898723
12	112007756	111932800
15	78806023	78817929
9	22088260	22100176
9	22088260	22103813
12	111833788	111884608
12	111833788	111932800
6	32575524	32592796
12	111910219	111884608
12	111910219	111932800
12	111973358	111884608
12	111973358	111932800
12	111973358	112059557
12	112059557	111884608
12	112059557	111884608
12	112059557	111932800
12	112059557	112007756
12	112059557	112007756
12	112059557	112273499
12	112591686	112273499
12	112591686	112486818
12	112591686	112486818
12	112591686	112883476
12	111884608	111907431
12	111884608	111932800
12	111884608	112007756
12	111884608	112007756
12	112273499	112486818
12	111907431	111932800
12	112486818	112883476
12	112007756	111932800
12	112007756	111932800
12	112059557	112007756
12	111884608	112007756
12	112007756	111932800
19	11188247	11202306
6	161010118	161005610
6	161010118	161005610
6	161010118	161005610
9	22098619	22100176
9	22098619	22100176
9	22098619	22103813
9	22098619	22103813
9	22088094	22100176
9	22088094	22100176
9	22088094	22103813
9	22088094	22103813
19	45742094	45745607
1	154422067	154395946
19	18454825	18460956
12	111910219	111884608
12	111910219	111932800
1	109821511	109817192
1	109821511	109817192
1	109821511	109817590
1	109821511	109818530
1	109821511	109818530
1	109821511	109822166
9	22081850	22100176
9	22081850	22103813
11	100593538	100610546
1	154397416	154395946
9	22096055	22100176
9	22096055	22100176
9	22096055	22103813
9	22096055	22103813
12	112059557	111884608
12	112059557	111932800
12	112059557	112007756
12	112059557	112007756
12	112591686	112486818
12	111884608	111932800
12	111884608	112007756
12	111884608	112007756
19	11188153	11202306
19	11188153	11202306
9	22088260	22100176
9	22088260	22103813
12	112273499	112486818
9	22098574	22100176
9	22098574	22100176
9	22098574	22103813
9	22098574	22103813
15	91416550	91428197
9	22124477	22100176
9	22124477	22103813
9	22124477	22119195
9	22103813	22084310
9	22103813	22115286
9	22103813	22115959
12	112486818	112883476
12	112007756	111932800
12	112007756	111932800
9	22084310	22100176
9	22115959	22100176
9	22115959	22119195
9	22115286	22100176
9	22115286	22119195
12	112059557	111884608
12	112059557	111884608
12	112059557	111884608
12	112059557	112007756
12	112059557	112007756
12	111884608	111932800
12	111884608	111932800
12	111884608	111932800
12	111884608	112007756
12	111884608	112007756
12	112007756	111932800
12	112007756	111932800
12	112059557	111932800
12	111884608	111932800
15	91416550	91428290
12	111973358	111884608
12	111973358	111932800
12	111973358	112059557
15	78896129	78857939
15	78896129	78894339
15	78896129	78911181
1	114448389	114445880
12	112059557	111884608
12	112059557	111884608
12	112059557	111932800
12	112059557	112072424
12	112059557	112273499
12	111884608	111932800
12	112273499	112072424
15	78878541	78857939
15	78878541	78894339
15	78878541	78911181
12	112072424	112486818
15	78894339	78817929
15	78817929	78857939
